764.22,278.45
753.04,256.09
741.86,233.72
730.68,211.36
719.50,189.00
708.32,166.64
389.97,482.23
365.17,485.38
340.37,488.53
315.56,491.68
290.76,494.82
265.96,497.97
556.80,628.11
581.51,631.89
606.22,635.66
630.93,639.44
655.65,643.22
680.36,647.00
271.59,575.47
246.99,571.04
